"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Gem_CJuql4","Gem_JW11","Gem_JW3-8s0","Gem_JW9","Gem_obs_UQM2246"
"group_15712","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","16559","385","9741","","377","377","377","","GW11_00725","","",""
"group_15713","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","16558","385","9740","","1496","1496","1496","","GW11_00726","","",""
"group_15714","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","16557","385","9739","","1310","1310","1310","","GW11_00727","","",""
"group_15715","","DNA-binding response regulator [Gemmata sp. SH-PL17]","1","1","1","1","16556","385","9738","","647","647","647","","GW11_00728","","",""
"group_15716","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","16555","385","9737","","896","896","896","","GW11_00729","","",""
"group_15717","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","16554","385","9736","","392","392","392","","GW11_00730","","",""
"group_15718","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","16553","385","9735","","572","572","572","","GW11_00731","","",""
"group_15719","","hypothetical protein [Singulisphaera sp. GP187]","1","1","1","1","16552","385","9734","","584","584","584","","GW11_00732","","",""
"group_1572","","hypothetical protein","1","1","1","1","15816","385","16689","","578","578","578","","","GJW3_06425","",""
"group_15720","","hypothetical protein","1","1","1","1","16551","385","9733","","269","269","269","","GW11_00733","","",""
"group_15721","","hypothetical protein","1","1","1","1","16550","385","9732","","263","263","263","","GW11_00734","","",""
"group_15722","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","16549","385","9731","","290","290","290","","GW11_00735","","",""
"group_15723","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","16548","385","9730","","179","179","179","","GW11_00736","","",""
"group_15724","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","16547","385","9729","","185","185","185","","GW11_00737","","",""
"group_15725","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","16546","385","9728","","548","548","548","","GW11_00738","","",""
"group_15726","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","15588","385","9727","","455","455","455","","GW11_00739","","",""
"group_15727","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","15646","385","2883","","290","290","290","","GW11_00742","","",""
"group_15728","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","15645","385","2884","","194","194","194","","GW11_00743","","",""
"group_15729","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","15643","385","2886","","764","764","764","","GW11_00745","","",""
"group_1573","","MULE transposase domain protein","1","1","1","1","669","385","20901","","995","995","995","","","GJW3_05134","",""
"group_15730","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","15642","385","2887","","260","260","260","","GW11_00746","","",""
"group_15732","","class I SAM-dependent methyltransferase [Singulisphaera acidiphila]","1","1","1","1","29012","385","23599","","830","830","830","","GW11_00754","","",""
"group_15733","","shikimate kinase [Gemmata obscuriglobus]","1","1","1","1","27001","385","23600","","521","521","521","","GW11_00755","","",""
"group_15734","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","26979","385","23603","","1976","1976","1976","","GW11_00758","","",""
"group_15735","","hypothetical protein","1","1","1","1","14581","646","1","","359","359","359","","GW11_00760","","",""
"group_15736","","hypothetical protein","1","1","1","1","14582","646","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1433","1433","1433","","GW11_00761","","",""
"group_15737","","SH3 domain-containing protein [Gemmata obscuriglobus]","1","1","1","1","14580","385","22551","","1247","1247","1247","","GW11_00763","","",""
"group_15738","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","14572","385","22553","","404","404","404","","GW11_00765","","",""
"group_15739","","HNH endonuclease [Gemmata sp. SH-PL17]","1","1","1","1","14571","385","22554","","329","329","329","","GW11_00766","","",""
"group_1574","","MULE transposase domain protein","1","1","1","1","23899","385","11371","","995","995","995","","","GJW3_05502","",""
"group_15740","","recombinase [Rhodopirellula maiorica]","1","1","1","1","29048","385","19718","","1703","1703","1703","","GW11_00769","","",""
"group_15741","","hypothetical protein","1","1","1","1","29047","385","19719","","776","776","776","","GW11_00770","","",""
"group_15742","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","29044","385","19722","","212","212","212","","GW11_00773","","",""
"group_15743","","TIGR02996 domain-containing protein [Zavarzinella formosa]","1","1","1","1","29043","385","19723","","776","776","776","","GW11_00774","","",""
"group_15744","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","29042","385","19724","","1247","1247","1247","","GW11_00775","","",""
"group_15745","","hypothetical protein","1","1","1","1","29041","385","19725","","209","209","209","","GW11_00776","","",""
"group_15746","","resolvase [Rhodopirellula sallentina]","1","1","1","1","29040","385","19726","","1730","1730","1730","","GW11_00777","","",""
"group_15747","","hypothetical protein [Rhodopirellula sp. SWK7]","1","1","1","1","29039","385","19727","","1079","1079","1079","","GW11_00778","","",""
"group_15748","","hypothetical protein","1","1","1","1","29038","385","19728","","119","119","119","","GW11_00779","","",""
"group_15749","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","29037","385","19729","","728","728","728","","GW11_00780","","",""
"group_1575","","MULE transposase domain protein","1","1","1","1","15817","385","16690","","995","995","995","","","GJW3_06426","",""
"group_15750","","hypothetical protein","1","1","1","1","29036","385","19730","","284","284","284","","GW11_00781","","",""
"group_15751","","hypothetical protein","1","1","1","1","29035","385","19731","","188","188","188","","GW11_00782","","",""
"group_15752","","hypothetical protein","1","1","1","1","29034","385","19732","","527","527","527","","GW11_00783","","",""
"group_15753","","hypothetical protein","1","1","1","1","29033","385","19733","","947","947","947","","GW11_00784","","",""
"group_15754","","hypothetical protein","1","1","1","1","29032","385","19734","","470","470","470","","GW11_00785","","",""
"group_15755","","hypothetical protein","1","1","1","1","29031","385","19735","","230","230","230","","GW11_00786","","",""
"group_15756","","hypothetical protein [Singulisphaera sp. GP187]","1","1","1","1","29030","385","19736","","3761","3761","3761","","GW11_00787","","",""
"group_15757","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","29029","385","19737","","494","494","494","","GW11_00788","","",""
"group_15758","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","29028","385","19738","","317","317","317","","GW11_00789","","",""
"group_15759","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","29027","385","19739","","299","299","299","","GW11_00790","","",""
"group_1576","","hypothetical protein","1","1","1","1","29004","385","23590","","344","344","344","","","","","GUQM_03592"
"group_15760","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","29026","385","19740","","383","383","383","","GW11_00791","","",""
"group_15761","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","29025","385","19741","","515","515","515","","GW11_00792","","",""
"group_15762","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","29024","385","19742","","269","269","269","","GW11_00793","","",""
"group_15763","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","29023","385","19743","","683","683","683","","GW11_00794","","",""
"group_15764","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28961","385","19746","","452","452","452","","GW11_00797","","",""
"group_15765","","methionine sulfoxide reductase A [Rhodopirellula europaea]","1","1","1","1","28962","385","19747","","902","902","902","","GW11_00798","","",""
"group_15766","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28963","385","19748","","422","422","422","","GW11_00799","","",""
"group_15767","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28964","385","19749","","1106","1106","1106","","GW11_00800","","",""
"group_15768","","diadenosine tetraphosphatase [Rhodopirellula islandica]","1","1","1","1","28965","385","19750","","929","929","929","","GW11_00801","","",""
"group_15769","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28966","385","19751","","1586","1586","1586","","GW11_00802","","",""
"group_15770","","restriction endonuclease subunit R [Gemmata sp. SH-PL17]","1","1","1","1","28967","385","19752","","2762","2762","2762","","GW11_00803","","",""
"xcpT","","Type II secretion system protein G precursor","1","1","1","1","28968","385","19753","","680","680","680","","GW11_00804","","",""
"group_15772","","hypothetical protein","1","1","1","1","28969","385","19754","","398","398","398","","GW11_00805","","",""
"group_15773","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","28970","385","19755","","671","671","671","","GW11_00806","","",""
"group_15774","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28971","385","19756","","569","569","569","","GW11_00807","","",""
"group_15775","","hypothetical protein","1","1","1","1","28972","385","19757","","1394","1394","1394","","GW11_00808","","",""
"group_15776","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","28973","385","19758","","434","434","434","","GW11_00809","","",""
"group_15777","","bleomycin resistance protein [Gemmata sp. SH-PL17]","1","1","1","1","29020","385","19771","","407","407","407","","GW11_00811","","",""
"group_15778","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","29017","385","19764","","2267","2267","2267","","GW11_00813","","",""
"group_15779","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","9316","676","1","","599","599","599","","GW11_00816","","",""
"group_15780","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","9306","385","5578","","266","266","266","","GW11_00819","","",""
"group_15781","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","9305","385","5579","","1028","1028","1028","","GW11_00820","","",""
"group_15782","","hypothetical protein","1","1","1","1","9277","385","5582","","242","242","242","","GW11_00823","","",""
"group_15783","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","9301","385","5572","","890","890","890","","GW11_00825","","",""
"group_15784","","TolC family protein [Gemmata obscuriglobus]","1","1","1","1","9300","385","5571","","1391","1391","1391","","GW11_00826","","",""
"group_15785","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","8768","385","434","","245","245","245","","GW11_00838","","",""
"group_15786","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","8769","385","435","","512","512","512","","GW11_00839","","",""
"group_15787","","hypothetical protein","1","1","1","1","8770","385","436","","476","476","476","","GW11_00840","","",""
"group_15788","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","8820","385","610","","389","389","389","","GW11_00842","","",""
"group_15789","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","8818","385","611","","428","428","428","","GW11_00844","","",""
"group_15790","","signal transduction histidine kinase [Gemmata obscuriglobus]","1","1","1","1","17232","385","631","","5327","5327","5327","","GW11_00848","","",""
"group_15791","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","17237","385","625","","815","815","815","","GW11_00850","","",""
"group_15792","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","17236","385","624","","1094","1094","1094","","GW11_00851","","",""
"group_15793","","serine/threonine protein kinase [Gemmata obscuriglobus]","1","1","1","1","17243","385","623","","1598","1598","1598","","GW11_00852","","",""
"group_15794","","ATP-binding protein [Gemmata obscuriglobus]","1","1","1","1","17257","385","860","","1004","1004","1004","","GW11_00861","","",""
"group_15795","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","17258","385","859","","1136","1136","1136","","GW11_00862","","",""
