pfamAcc	pfamId	minExpressionRank	maxF84	numSpecies
PF01184	Grp1_Fun34_YaaH	996	0.40	452
PF01187	MIF	642	0.44	120
PF01188	MR_MLE	368	0.50	1504
PF01189	Nol1_Nop2_Fmu	742	0.50	1975
PF01192	RNA_pol_Rpb6	218	0.50	2000
PF01193	RNA_pol_L	46	0.56	533
PF01195	Pept_tRNA_hydro	88	0.57	2299
PF01196	Ribosomal_L17	6	0.57	2310
PF01197	Ribosomal_L31	34	0.61	2321
PF01202	SKI	220	0.61	2120
PF01203	T2SN	1870	0.33	194
PF01204	Trehalase	768	0.46	417
PF01205	UPF0029	143	0.48	1613
PF01206	TusA	186	0.46	1391
PF01207	Dus	250	0.50	2181
PF01208	URO-D	203	0.50	1784
PF01209	Ubie_methyltran	533	0.49	1810
PF01210	NAD_Gly3P_dh_N	366	0.50	2215
PF01212	Beta_elim_lyase	183	0.50	1146
PF01218	Coprogen_oxidas	640	0.46	895
PF01219	DAGK_prokar	340	0.50	1441
PF01220	DHquinase_II	101	0.58	1548
PF01223	Endonuclease_NS	3091	0.47	469
PF01225	Mur_ligase	81	0.50	2231
PF01226	Form_Nir_trans	62	0.46	1041
PF01227	GTP_cyclohydroI	293	0.50	1754
PF01228	Gly_radical	19	0.49	923
PF01229	Glyco_hydro_39	2309	0.44	139
PF01230	HIT	123	0.57	2243
PF01231	IDO	632	0.41	13
PF01232	Mannitol_dh	401	0.46	943
PF01235	Na_Ala_symp	178	0.49	1282
PF01238	PMI_typeI	722	0.50	1104
PF01241	PSI_PSAK	50	0.27	71
PF01242	PTPS	165	0.49	1505
PF01243	Pyridox_oxidase	269	0.50	1793
PF01244	Peptidase_M19	524	0.50	844
PF01245	Ribosomal_L19	14	0.57	2310
PF01248	Ribosomal_L7Ae	89	0.42	641
PF01250	Ribosomal_S6	9	0.57	2305
PF01252	Peptidase_A8	465	0.50	2283
PF01253	SUI1	1011	0.48	540
PF01255	Prenyltransf	360	0.50	2217
PF01256	Carb_kinase	955	0.50	1851
PF01257	2Fe-2S_thioredx	169	0.50	1331
PF01258	zf-dskA_traR	250	0.50	1524
PF01259	SAICAR_synt	273	0.50	2047
PF01261	AP_endonuc_2	246	0.57	1908
PF01262	AlaDh_PNT_C	184	0.48	1710
PF01263	Aldose_epim	317	0.50	1572
PF01264	Chorismate_synt	367	0.61	2082
PF01266	DAO	115	0.50	2199
PF01268	FTHFS	423	0.50	948
PF01270	Glyco_hydro_8	1108	0.46	463
PF01272	GreA_GreB	181	0.56	2281
PF01274	Malate_synthase	212	0.46	918
PF01276	OKR_DC_1	466	0.44	1116
PF01278	Omptin	185	0.39	145
PF01281	Ribosomal_L9_N	1	0.50	2299
PF01288	HPPK	453	0.50	2029
PF01289	Thiol_cytolysin	715	0.40	202
PF01292	Ni_hydr_CYTB	226	0.42	455
PF01293	PEPCK_ATP	109	0.48	994
PF01295	Adenylate_cycl	951	0.31	336
PF01297	TroA	349	0.48	1909
PF01298	Lipoprotein_5	808	0.27	49
PF01300	Sua5_yciO_yrdC	341	0.57	2295
PF01301	Glyco_hydro_35	3589	0.46	252
PF01306	LacY_symp	2710	0.38	270
PF01308	Chlam_OMP	26	0.18	54
PF01311	Bac_export_1	72	0.50	1259
PF01312	Bac_export_2	373	0.50	1274
PF01313	Bac_export_3	48	0.50	1260
PF01314	AFOR_C	1926	0.44	252
PF01315	Ald_Xan_dh_C	393	0.50	904
PF01316	Arg_repressor	782	0.46	1225
PF01320	Colicin_Pyocin	457	0.39	112
PF01321	Creatinase_N	286	0.50	1849
PF01322	Cytochrom_C_2	281	0.45	288
PF01323	DSBA	365	0.46	1349
PF01325	Fe_dep_repress	314	0.48	1140
PF01326	PPDK_N	242	0.50	1697
PF01327	Pep_deformylase	93	0.61	2320
PF01329	Pterin_4a	407	0.49	909
PF01330	RuvA_N	178	0.56	2202
PF01333	Apocytochr_F_C	256	0.27	72
PF01336	tRNA_anti-codon	214	0.57	2376
PF01337	Barstar	1134	0.45	541
PF01339	CheB_methylest	432	0.50	1113
PF01340	MetJ	359	0.26	285
PF01341	Glyco_hydro_6	3000	0.42	154
PF01343	Peptidase_S49	248	0.48	1505
PF01344	Kelch_1	1584	0.46	176
PF01345	DUF11	151	0.50	377
PF01346	FKBP_N	43	0.48	667
PF01348	Intron_maturas2	2330	0.48	72
PF01351	RNase_HII	285	0.57	2249
PF01355	HIPIP	960	0.37	105
PF01361	Tautomerase	82	0.45	1024
PF01364	Peptidase_C25	116	0.47	81
PF01367	5_3_exonuc	325	0.57	2302
PF01368	DHH	123	0.57	2173
PF01369	Sec7	3417	0.24	30
PF01370	Epimerase	121	0.50	2243
PF01371	Trp_repressor	484	0.41	692
PF01374	Glyco_hydro_46	1739	0.32	67
PF01379	Porphobil_deam	313	0.50	1850
PF01380	SIS	118	0.50	2323
PF01381	HTH_3	33	0.51	2153
PF01382	Avidin	2245	0.31	44
PF01383	CpcD	76	0.27	58
PF01384	PHO4	344	0.48	1607
PF01385	OrfB_IS605	99	0.47	640
PF01386	Ribosomal_L25p	18	0.50	1880
PF01389	OmpA_membrane	13	0.40	287
PF01391	Collagen	131	0.44	740
PF01396	zf-C4_Topoisom	105	0.56	1722
PF01400	Astacin	517	0.43	76
PF01401	Peptidase_M2	832	0.37	83
PF01402	RHH_1	69	0.46	1156
PF01405	PsbT	12	0.30	71
PF01406	tRNA-synt_1e	488	0.57	2318
PF01408	GFO_IDH_MocA	178	0.50	1866
PF01409	tRNA-synt_2d	461	0.61	2323
PF01411	tRNA-synt_2c	302	0.61	2309
PF01416	PseudoU_synth_1	143	0.50	2274
PF01418	HTH_6	175	0.46	1321
PF01419	Jacalin	5103	0.36	40
PF01420	Methylase_S	220	0.56	1357
PF01422	zf-NF-X1	2270	0.28	2
PF01423	LSM	129	0.46	1163
PF01424	R3H	525	0.46	939
PF01425	Amidase	409	0.61	2114
PF01427	Peptidase_M15	516	0.48	576
PF01430	HSP33	619	0.47	1467
PF01431	Peptidase_M13	541	0.48	656
PF01432	Peptidase_M3	280	0.56	1912
PF01433	Peptidase_M1	662	0.46	1339
PF01434	Peptidase_M41	173	0.57	2349
PF01435	Peptidase_M48	259	0.49	1788
PF01436	NHL	445	0.45	352
PF01443	Viral_helicase1	2750	0.42	203
PF01447	Peptidase_M4	46	0.42	497
PF01450	IlvC	118	0.61	1866
PF01451	LMWPc	363	0.50	1890
PF01453	B_lectin	76	0.41	74
PF01455	HupF_HypC	94	0.44	665
PF01458	UPF0051	192	0.61	1686
PF01464	SLT	46	0.49	1940
PF01467	CTP_transf_2	397	0.57	2278
PF01468	GA	2609	0.37	70
PF01469	Pentapeptide_2	259	0.38	81
PF01470	Peptidase_C15	1595	0.47	685
PF01471	PG_binding_1	140	0.50	1527
PF01472	PUA	255	0.48	1479
PF01473	CW_binding_1	185	0.36	148
PF01474	DAHP_synth_2	66	0.37	586
PF01475	FUR	1	0.50	2089
PF01476	LysM	45	0.50	2144
PF01477	PLAT	3206	0.37	20
PF01478	Peptidase_A24	377	0.50	1781
PF01479	S4	24	0.61	2389
PF01483	P_proprotein	2039	0.46	189
PF01487	DHquinase_I	789	0.50	639
PF01488	Shikimate_DH	374	0.50	2035
PF01491	Frataxin_Cyay	413	0.36	512
PF01493	GXGXG	507	0.49	1541
PF01494	FAD_binding_3	94	0.49	1615
PF01496	V_ATPase_I	243	0.46	326
PF01497	Peripla_BP_2	270	0.50	1866
PF01501	Glyco_transf_8	460	0.44	626
PF01502	PRA-CH	603	0.58	1779
PF01503	PRA-PH	411	0.50	1750
PF01507	PAPS_reduct	276	0.50	1442
PF01508	Paramecium_SA	2039	0.35	4
PF01509	TruB_N	220	0.50	2218
PF01510	Amidase_2	337	0.48	1514
PF01512	Complex1_51K	187	0.50	1515
PF01513	NAD_kinase	290	0.51	2206
PF01514	YscJ_FliF	183	0.50	1257
PF01515	PTA_PTB	4	0.48	1996
PF01519	DUF16	26	0.00	4
PF01520	Amidase_3	59	0.49	1887
PF01521	Fe-S_biosyn	65	0.50	1663
PF01522	Polysacc_deac_1	224	0.50	1950
PF01523	PmbA_TldD	607	0.46	1167
PF01526	DDE_Tnp_Tn3	346	0.46	307
PF01527	HTH_Tnp_1	475	0.50	1352
PF01531	Glyco_transf_11	1300	0.46	145
PF01535	PPR	800	0.36	65
PF01541	GIY-YIG	228	0.50	2307
PF01544	CorA	432	0.50	1861
PF01545	Cation_efflux	286	0.50	2101
PF01546	Peptidase_M20	83	0.61	2302
PF01547	SBP_bac_1	130	0.46	1224
PF01548	DEDD_Tnp_IS110	207	0.48	1021
PF01551	Peptidase_M23	55	0.50	2070
PF01553	Acyltransferase	102	0.50	2339
PF01554	MatE	67	0.50	1961
PF01555	N6_N4_Mtase	152	0.56	1294
PF01556	CTDII	133	0.57	2319
PF01557	FAA_hydrolase	202	0.50	1678
PF01558	POR	24	0.50	1346
PF01564	Spermine_synth	449	0.49	1204
PF01565	FAD_binding_4	258	0.50	2325
PF01566	Nramp	345	0.50	1308
PF01568	Molydop_binding	68	0.50	1643
PF01569	PAP2	517	0.50	2038
PF01571	GCV_T	118	0.50	1786
PF01575	MaoC_dehydratas	189	0.48	1207
PF01578	Cytochrom_C_asm	230	0.50	1663
PF01580	FtsK_SpoIIIE	312	0.50	2163
PF01583	APS_kinase	502	0.49	1114
PF01584	CheW	127	0.50	1282
PF01588	tRNA_bind	168	0.51	2309
PF01590	GAF	220	0.49	1322
PF01592	NifU_N	248	0.51	1988
PF01593	Amino_oxidase	831	0.49	1218
PF01594	UPF0118	313	0.50	2223
PF01595	DUF21	383	0.50	2210
PF01596	Methyltransf_3	831	0.50	1167
PF01597	GCV_H	168	0.50	1712
PF01609	DDE_Tnp_1	213	0.49	1286
PF01610	DDE_Tnp_ISL3	132	0.48	850
PF01612	DNA_pol_A_exo1	316	0.50	1616
PF01613	Flavin_Reduct	120	0.50	1695
PF01614	IclR	589	0.50	1286
PF01618	MotA_ExbB	163	0.50	1728
PF01619	Pro_dh	178	0.61	1323
PF01624	MutS_I	231	0.50	1868
PF01625	PMSR	290	0.50	1980
PF01627	Hpt	74	0.50	1468
PF01628	HrcA	257	0.55	1495
PF01632	Ribosomal_L35p	24	0.57	2310
PF01633	Choline_kinase	128	0.51	242
PF01634	HisG	365	0.50	1762
PF01636	APH	357	0.48	1915
PF01637	Arch_ATPase	1246	0.48	295
PF01638	HxlR	201	0.50	1469
PF01640	Peptidase_C10	504	0.43	49
PF01641	SelR	251	0.50	1910
PF01642	MM_CoA_mutase	538	0.47	682
PF01643	Acyl-ACP_TE	889	0.46	530
PF01645	Glu_synthase	82	0.50	1634
PF01648	ACPS	482	0.50	2300
PF01649	Ribosomal_S20p	27	0.55	2308
PF01650	Peptidase_C13	2699	0.42	104
PF01653	DNA_ligase_aden	161	0.57	2290
PF01654	Bac_Ubq_Cox	95	0.49	1573
PF01656	CbiA	123	0.50	2237
PF01661	Macro	500	0.50	1015
PF01663	Phosphodiest	471	0.50	942
PF01668	SmpB	126	0.61	2312
PF01670	Glyco_hydro_12	127	0.37	103
PF01676	Metalloenzyme	244	0.57	1511
PF01678	DAP_epimerase	466	0.61	1920
PF01679	Pmp3	561	0.42	494
PF01680	SOR_SNZ	310	0.46	773
PF01683	EB	4143	0.32	30
PF01687	Flavokinase	222	0.50	2181
PF01693	Cauli_VI	1092	0.46	221
PF01694	Rhomboid	187	0.49	1761
PF01695	IstB_IS21	249	0.50	1290
PF01699	Na_Ca_ex	455	0.57	1201
PF01701	PSI_PsaJ	43	0.27	71
PF01702	TGT	196	0.50	2062
PF01704	UDPGP	903	0.44	235
PF01706	FliG_C	407	0.50	1165
PF01709	Transcrip_reg	226	0.50	2260
PF01710	HTH_Tnp_IS630	1671	0.43	182
PF01712	dNK	482	0.46	599
PF01713	Smr	491	0.49	1829
PF01715	IPPT	244	0.50	2248
PF01716	MSP	54	0.27	71
PF01717	Meth_synt_2	196	0.61	1422
PF01722	BolA	319	0.37	951
PF01724	DUF29	716	0.39	103
PF01725	Ham1p_like	495	0.50	2095
PF01726	LexA_DNA_bind	106	0.50	1548
PF01728	FtsJ	141	0.47	2035
PF01729	QRPTase_C	134	0.50	1657
PF01730	UreF	325	0.45	748
PF01732	DUF31	91	0.45	64
PF01734	Patatin	678	0.50	1699
PF01737	Ycf9	125	0.27	69
PF01738	DLH	321	0.50	1146
PF01739	CheR	475	0.50	1220
PF01740	STAS	80	0.50	1688
PF01741	MscL	333	0.48	1591
PF01743	PolyA_pol	91	0.50	2238
PF01744	GLTT	465	0.38	130
PF01745	IPT	370	0.44	107
PF01746	tRNA_m1G_MT	75	0.57	2299
PF01747	ATP-sulfurylase	476	0.46	418
PF01750	HycI	494	0.44	600
PF01751	Toprim	44	0.57	2367
PF01752	Peptidase_M9	304	0.33	165
PF01755	Glyco_transf_25	274	0.43	348
PF01757	Acyl_transf_3	292	0.50	1751
PF01758	SBF	531	0.49	1231
PF01761	DHQ_synthase	535	0.61	2053
PF01764	Lipase_3	990	0.46	450
PF01765	RRF	225	0.61	2315
PF01769	MgtE	119	0.56	1280
PF01773	Nucleos_tra2_N	146	0.46	865
PF01774	UreD	825	0.45	749
PF01782	RimM	90	0.49	2141
PF01783	Ribosomal_L32p	39	0.57	2321
PF01784	NIF3	302	0.50	1835
PF01786	AOX	898	0.33	44
PF01788	PsbJ	56	0.27	71
PF01789	PsbP	209	0.30	77
PF01790	LGT	507	0.50	2282
PF01791	DeoC	90	0.50	1694
PF01794	Ferric_reduct	750	0.45	796
PF01795	Methyltransf_5	167	0.60	2322
PF01796	DUF35	1208	0.39	247
PF01797	Y1_Tnp	515	0.50	1051
PF01799	Fer2_2	415	0.50	987
PF01804	Penicil_amidase	2036	0.46	548
PF01807	zf-CHC2	298	0.61	2301
PF01808	AICARFT_IMPCHas	404	0.50	2024
PF01809	Haemolytic	94	0.50	2174
PF01810	LysE	610	0.46	1566
PF01812	5-FTHF_cyc-lig	411	0.50	2104
PF01813	ATP-synt_D	231	0.46	329
PF01814	Hemerythrin	26	0.49	1334
PF01817	CM_2	590	0.50	1887
PF01820	Dala_Dala_lig_N	349	0.49	2206
PF01823	MACPF	866	0.44	76
PF01832	Glucosaminidase	220	0.50	1176
PF01835	A2M_N	487	0.48	633
PF01837	DUF39	2170	0.43	123
PF01839	FG-GAP	290	0.46	170
PF01841	Transglut_core	376	0.50	1403
PF01842	ACT	115	0.50	2054
PF01844	HNH	66	0.50	1551
PF01845	CcdB	2983	0.30	138
PF01848	HOK_GEF	907	0.14	117
PF01850	PIN	171	0.50	1111
PF01852	START	845	0.42	83
PF01855	POR_N	17	0.50	1145
PF01856	HP_OMP	93	0.29	55
PF01861	DUF43	431	0.40	88
PF01862	PvlArgDC	278	0.48	119
PF01863	DUF45	822	0.47	1429
PF01865	PhoU_div	514	0.46	864
PF01867	Cas_Cas1	265	0.50	897
PF01869	BcrAD_BadFG	34	0.50	955
PF01871	AMMECR1	1772	0.47	280
PF01872	RibD_C	109	0.50	1970
PF01874	CitG	2834	0.47	488
PF01875	Memo	3363	0.47	244
PF01878	EVE	818	0.46	684
PF01880	Desulfoferrodox	4	0.48	235
PF01881	Cas_Cas6	316	0.47	199
PF01882	DUF58	166	0.49	1203
PF01883	DUF59	105	0.49	1615
PF01884	PcrB	883	0.41	273
PF01885	PTS_2-RNA	2767	0.43	260
PF01887	SAM_adeno_trans	877	0.49	526
PF01888	CbiD	1088	0.50	552
PF01890	CbiG_C	925	0.50	664
PF01891	CbiM	28	0.50	710
PF01894	UPF0047	391	0.47	962
PF01895	PhoU	398	0.57	1828
PF01896	DNA_primase_S	1044	0.45	391
PF01899	MNHE	351	0.46	772
PF01902	ATP_bind_4	1783	0.49	141
PF01903	CbiX	704	0.50	702
PF01904	DUF72	1247	0.47	1069
PF01905	DevR	1812	0.50	123
PF01906	YbjQ_1	329	0.50	928
PF01909	NTP_transf_2	184	0.50	1408
PF01910	DUF77	1048	0.49	709
PF01914	MarC	506	0.50	1131
PF01915	Glyco_hydro_3_C	718	0.48	924
PF01921	tRNA-synt_1f	780	0.44	351
PF01923	Cob_adeno_trans	272	0.50	1134
PF01924	HypD	662	0.44	655
PF01925	TauE	357	0.50	1983
PF01926	MMR_HSR1	144	0.61	2411
PF01927	Mut7-C	853	0.45	240
PF01928	CYTH	406	0.48	1401
PF01930	Cas_Cas4	332	0.50	420
PF01931	NTPase_I-T	1316	0.42	366
PF01933	UPF0052	974	0.46	1228
PF01934	DUF86	202	0.47	575
PF01935	DUF87	477	0.47	401
PF01936	NYN	26	0.49	936
PF01938	TRAM	195	0.58	2036
PF01939	DUF91	1268	0.44	331
PF01940	DUF92	1316	0.41	150
PF01943	Polysacc_synt	237	0.54	1655
PF01944	DUF95	323	0.50	610
PF01946	Thi4	1248	0.45	173
PF01947	DUF98	655	0.39	130
PF01948	PyrI	637	0.48	371
PF01951	Archease	1152	0.42	160
PF01955	CbiZ	1633	0.39	113
PF01957	NfeD	737	0.50	1527
PF01958	DUF108	4618	0.42	145
PF01959	DHQS	2692	0.39	47
PF01960	ArgJ	972	0.50	1314
PF01963	TraB	921	0.46	591
PF01964	ThiC	447	0.50	1402
PF01965	DJ-1_PfpI	213	0.50	1763
PF01966	HD	188	0.57	2330
PF01967	MoaC	254	0.50	1548
PF01968	Hydantoinase_A	291	0.50	669
PF01969	DUF111	1025	0.50	354
PF01970	TctA	350	0.45	481
PF01973	MAF_flag10	1876	0.43	297
PF01975	SurE	572	0.49	1312
PF01976	DUF116	1692	0.45	127
PF01977	UbiD	778	0.46	1100
PF01978	TrmB	1012	0.49	334
PF01979	Amidohydro_1	86	0.50	2127
PF01980	UPF0066	1144	0.45	720
PF01983	CofC	3791	0.39	138
PF01985	CRS1_YhbY	267	0.46	1182
PF01987	AIM24	543	0.50	582
PF01988	VIT1	1087	0.45	790
PF01989	DUF126	7455	0.36	77
PF01990	ATP-synt_F	1825	0.46	206
PF01991	vATP-synt_E	2345	0.43	149
PF01992	vATP-synt_AC39	1581	0.39	191
PF01996	F420_ligase	586	0.44	366
PF02005	TRM	2122	0.34	28
PF02012	BNR	1256	0.46	336
PF02016	Peptidase_S66	1092	0.50	1074
PF02018	CBM_4_9	6828	0.47	258
PF02021	UPF0102	390	0.50	1624
PF02026	RyR	1336	0.41	24
PF02028	BCCT	88	0.41	1009
PF02030	Lipoprotein_8	653	0.45	55
PF02033	RBFA	243	0.57	2300
PF02036	SCP2	286	0.47	854
PF02037	SAP	2661	0.36	97
PF02040	ArsB	1847	0.42	662
PF02049	FliE	90	0.46	1165
PF02050	FliJ	254	0.46	929
PF02052	Gallidermin	1600	0.31	34
PF02055	Glyco_hydro_30	1897	0.43	213
PF02056	Glyco_hydro_4	484	0.45	661
PF02065	Melibiase	1293	0.48	524
PF02069	Metallothio_Pro	271	0.35	102
PF02070	NMU	1846	0.30	7
PF02073	Peptidase_M29	607	0.50	713
PF02074	Peptidase_M32	200	0.46	613
PF02075	RuvC	134	0.50	1711
PF02080	TrkA_C	274	0.57	2010
PF02082	Rrf2	183	0.50	1873
PF02086	MethyltransfD12	151	0.50	939
PF02090	SPAM	56	0.23	44
PF02091	tRNA-synt_2e	478	0.58	1545
PF02092	tRNA_synt_2f	471	0.49	1541
PF02096	60KD_IMP	198	0.57	2289
PF02104	SURF1	1458	0.45	687
PF02107	FlgH	357	0.46	804
PF02108	FliH	418	0.46	1120
PF02109	DAD	6602	0.29	13
PF02110	HK	1392	0.46	923
PF02112	PDEase_II	1966	0.41	68
PF02113	Peptidase_S13	1042	0.48	1005
PF02119	FlgI	830	0.46	822
PF02120	Flg_hook	221	0.46	1136
PF02126	PTE	83	0.44	353
PF02127	Peptidase_M18	644	0.47	491
PF02128	Peptidase_M36	1649	0.41	139
PF02129	Peptidase_S15	200	0.50	804
PF02130	UPF0054	131	0.51	2299
PF02132	RecR	112	0.50	2130
PF02133	Transp_cyt_pur	72	0.46	812
PF02136	NTF2	267	0.33	129
PF02142	MGS	222	0.50	2158
PF02146	SIR2	221	0.50	1507
PF02148	zf-UBP	2023	0.43	132
PF02151	UVR	58	0.50	2284
PF02152	FolB	721	0.46	1900
PF02153	PDH	1198	0.50	1871
PF02154	FliM	318	0.46	1094
PF02156	Glyco_hydro_26	824	0.45	236
PF02163	Peptidase_M50	225	0.50	2215
PF02167	Cytochrom_C1	169	0.43	580
PF02169	LPP20	125	0.42	233
PF02171	Piwi	3503	0.47	42
PF02178	AT_hook	12	0.48	378
PF02190	LON	82	0.57	1879
PF02195	ParBc	351	0.50	2185
PF02201	SWIB	9	0.42	126
PF02203	TarH	148	0.40	512
PF02216	B	2129	0.03	44
PF02219	MTHFR	552	0.61	1761
PF02222	ATP-grasp	657	0.49	1727
PF02223	Thymidylate_kin	517	0.57	2194
PF02224	Cytidylate_kin	396	0.51	2175
PF02225	PA	1028	0.46	451
PF02229	PC4	1121	0.44	260
PF02230	Abhydrolase_2	124	0.46	1019
PF02233	PNTB	225	0.47	1033
PF02237	BPL_C	125	0.45	1383
PF02239	Cytochrom_D1	322	0.42	219
PF02245	Pur_DNA_glyco	462	0.50	951
PF02253	PLA1	803	0.41	485
PF02254	TrkA_N	329	0.57	2214
PF02255	PTS_IIA	435	0.39	674
PF02256	Fe_hyd_SSU	1056	0.46	233
PF02261	Asp_decarbox	375	0.49	1277
PF02264	LamB	159	0.40	280
PF02265	S1-P1_nuclease	1842	0.46	154
PF02272	DHHA1	205	0.57	2306
PF02274	Amidinotransf	31	0.48	1008
PF02275	CBAH	299	0.46	575
PF02277	DBI_PRT	389	0.50	1049
PF02278	Lyase_8	3191	0.42	237
PF02281	Dimer_Tnp_Tn5	2753	0.44	57
PF02283	CobU	550	0.50	1073
PF02286	Dehydratase_LU	3300	0.40	133
PF02287	Dehydratase_SU	3302	0.40	131
PF02288	Dehydratase_MU	3301	0.40	130
PF02293	AmiS_UreI	114	0.36	211
PF02300	Fumarate_red_C	332	0.34	275
PF02302	PTS_IIB	82	0.45	1171
PF02303	Phage_DNA_bind	1527	0.23	25
PF02308	MgtC	478	0.50	1214
PF02310	B12-binding	176	0.50	1507
PF02311	AraC_binding	152	0.46	1243
PF02313	Fumarate_red_D	322	0.34	275
PF02316	HTH_Tnp_Mu_1	457	0.32	130
PF02317	Octopine_DH	957	0.47	166
PF02321	OEP	149	0.50	1426
PF02322	Cyto_ox_2	109	0.49	1565
PF02325	YGGT	176	0.46	1868
PF02332	Phenol_Hydrox	931	0.38	65
PF02335	Cytochrom_C552	641	0.45	328
PF02341	RcbX	67	0.27	52
PF02342	TerD	294	0.44	338
PF02347	GDC-P	141	0.50	1481
PF02348	CTP_transf_3	154	0.49	1421
PF02350	Epimerase_2	220	0.50	1351
PF02353	CMAS	225	0.45	1209
PF02355	SecD_SecF	183	0.50	2008
PF02357	NusG	30	0.50	2296
PF02358	Trehalose_PPase	1348	0.46	673
PF02359	CDC48_N	2921	0.41	115
PF02361	CbiQ	67	0.56	1338
PF02366	PMT	1479	0.47	670
PF02367	UPF0079	659	0.50	2232
PF02368	Big_2	76	0.48	575
PF02369	Big_1	194	0.42	211
PF02371	Transposase_20	382	0.48	1041
PF02374	ArsA_ATPase	93	0.48	574
PF02378	PTS_EIIC	11	0.52	1252
PF02381	MraZ	5	0.54	1536
PF02384	N6_Mtase	253	0.56	1588
PF02386	TrkH	565	0.57	1680
PF02388	FemAB	967	0.46	460
PF02390	Methyltransf_4	156	0.50	2068
PF02391	MoaE	283	0.47	1394
PF02392	Ycf4	876	0.27	72
PF02395	Peptidase_S6	787	0.36	91
PF02397	Bac_transf	110	0.50	1688
PF02399	Herpes_ori_bp	4240	0.30	13
PF02401	LYTB	198	0.50	1866
PF02403	Seryl_tRNA_N	73	0.57	2309
PF02405	Permease	584	0.49	1314
PF02406	MmoB_DmpM	1144	0.38	64
PF02410	Oligomerisation	172	0.50	2161
PF02411	MerT	1530	0.44	149
PF02413	Caudo_TAP	328	0.28	204
PF02415	Chlam_PMP	18	0.40	112
PF02416	MttA_Hcf106	38	0.50	1717
PF02417	Chromate_transp	527	0.48	960
PF02419	PsbL	39	0.30	75
PF02421	FeoB_N	807	0.49	1299
PF02423	OCD_Mu_crystall	1015	0.44	765
PF02424	ApbE	380	0.50	1357
PF02426	MIase	298	0.39	244
PF02427	PSI_PsaE	26	0.27	72
PF02433	FixO	86	0.49	541
PF02436	PYC_OADA	210	0.50	1171
PF02441	Flavoprotein	241	0.50	2180
PF02445	NadA	677	0.50	1499
PF02446	Glyco_hydro_77	642	0.48	1190
PF02447	GntP_permease	936	0.46	984
PF02449	Glyco_hydro_42	1471	0.48	424
PF02450	LCAT	2455	0.41	84
PF02452	PemK	360	0.50	1147
PF02457	DisA_N	324	0.57	1210
PF02460	Patched	2979	0.28	23
PF02462	Opacity	764	0.37	40
PF02463	SMC_N	330	0.50	2237
PF02464	CinA	177	0.50	1922
PF02465	FliD_N	34	0.46	1051
PF02467	Whib	18	0.24	259
PF02468	PsbN	623	0.27	71
PF02469	Fasciclin	171	0.46	407
PF02470	MCE	358	0.49	1337
PF02472	ExbD	68	0.49	1318
PF02481	DNA_processg_A	1355	0.50	2125
PF02482	Ribosomal_S30AE	17	0.50	2031
PF02486	Rep_trans	1827	0.43	234
PF02491	SHS2_FTSA	1216	0.42	31
PF02492	cobW	123	0.47	1662
PF02493	MORN	736	0.44	316
PF02495	7kD_coat	2899	0.01	10
PF02498	Bro-N	1213	0.46	580
PF02501	T2SI	1286	0.33	367
PF02502	LacAB_rpiB	473	0.50	1507
PF02503	PP_kinase	827	0.48	1397
PF02504	FA_synthesis	112	0.50	1810
PF02507	PSI_PsaF	20	0.27	72
PF02508	Rnf-Nqr	91	0.48	717
PF02510	SPAN	293	0.23	48
PF02511	Thy1	579	0.46	789
PF02514	CobN-Mg_chel	479	0.48	539
PF02515	CoA_transf_3	23	0.45	943
PF02517	Abi	341	0.57	1738
PF02518	HATPase_c	67	0.57	2492
PF02521	HP_OMP_2	180	0.17	56
PF02522	Antibiotic_NAT	207	0.44	280
PF02525	Flavodoxin_2	215	0.50	1474
PF02527	GidB	337	0.50	2182
PF02529	PetG	163	0.28	73
PF02530	Porin_2	4234	0.46	129
PF02531	PsaD	49	0.27	72
PF02532	PsbI	65	0.38	76
PF02533	PsbK	86	0.27	71
PF02534	T4SS-DNA_transf	1219	0.47	562
PF02535	Zip	887	0.50	1076
PF02537	CRCB	559	0.49	1705
PF02538	Hydantoinase_B	246	0.45	468
PF02540	NAD_synthase	274	0.54	2276
PF02541	Ppx-GppA	795	0.49	1671
PF02542	YgbB	310	0.50	1852
PF02543	CmcH_NodU	579	0.44	285
PF02545	Maf	122	0.50	1854
PF02547	Queuosine_synth	620	0.50	1862
PF02548	Pantoate_transf	583	0.50	1663
PF02550	AcetylCoA_hydro	296	0.49	752
PF02551	Acyl_CoA_thio	1451	0.39	560
PF02553	CbiN	145	0.44	250
PF02554	CstA	227	0.50	1118
PF02556	SecB	214	0.48	920
PF02557	VanY	1411	0.46	876
PF02558	ApbA	492	0.47	1356
PF02559	CarD_CdnL_TRCF	43	0.50	2218
PF02560	Cyanate_lyase	469	0.43	313
PF02561	FliS	233	0.46	1037
PF02562	PhoH	133	0.50	1984
PF02563	Poly_export	361	0.49	934
PF02565	RecO_C	585	0.50	2022
PF02566	OsmC	43	0.50	1675
PF02567	PhzC-PhzF	454	0.50	1137
PF02568	ThiI	366	0.47	1168
PF02569	Pantoate_ligase	582	0.50	1678
PF02570	CbiC	462	0.50	774
PF02571	CbiJ	1192	0.46	697
PF02572	CobA_CobO_BtuR	508	0.48	1018
PF02574	S-methyl_trans	831	0.50	1610
PF02575	YbaB_DNA_bd	123	0.51	2145
PF02576	DUF150	125	0.49	2067
PF02577	DNase-RNase	284	0.49	603
